id,username,type,date,title,text,rating,helpfulness,total_points,taObject,taObjectUrl,taObjectCity,kmean
13973,Bingley1,Hotels,12/16/2012,Perfect for relaxation...... something missing though.,"Just returned from a trip to Waves in St James and our overall holiday experience was mixed. I travelled with my wife and stayed in the Ocean Front apartment. The positive points in our opinion are as follows 1) Rooms are very spacious, tastefully decorated and quite modern with decent sized balcony and dressing room. 2) Two free spa treatments and catamaran trip (if travelling with Virgin) must be taken up. Completely relaxing and staff couldn&acute;t have been more friendly. 3) Staff on reception very helpful and friendly. 4) Direct access onto the beach from the hotel if staying ocean front. 5) Within 10 minutes bus ride to Holetown or 15 minutes to Bridgetown with bus stops a 2 minute walk away. 6) Housekeeping was very good.  The negative points. 1) Some of the staff although friendly never seemed to smile. A smile goes a long way and doesn&acute;t cost a lot. 2) Although close to a major town and city we missed being able to go for a walk because it is quite isolated and with the hotel being on the busy main highway you take your life in your hands when you walk on the road because the pavements are hit and miss. 3) Although the restaurant boasts 3 restaurants (al a carte, oriental and italian) be prepared for Bajan versions of all three. We found the food to be hit and miss. Maybe the hotel could change the menu once a week because we struggled over 11 nights. Two of the 3 restaurants are open at any one time so you have to book your table. 4) The entertainment was average at best and finished at 10.30pm. We aren&acute;t party animals by a long way but most nights it was almost as if we were listening to background music. Apart from two acts the rest seemed to be playing to themselves and didn&acute;t really engage the audience who often drifted off before the end and with no bars close by the evenings seemed to drag. 5) Choice of drinks was very poor. The local drinks were ok but if you wanted branded drinks you had to pay which is fair enough but the choice was non existant. 6) If staying on the Spa side of the hotel in the gardens be aware that you have to cross the main road (busy most times of the day). There is a large pool there and the oriental restaurant but I&acute;m not sure if the bar is open during the day (except lunch and dinner times) so you may have to go to the main part of the hotel for refreshments. 7) Two weddings took place whilst we were there and if your considering this hotel as a venue think again. I&acute;m sure the hotel organised things very well but the two locations we saw being used were terrible. One couple were married at one end of the varander which happened to be next to towel exhange area and large wooden fence down one side. The other couple chose the beach. Because of the time the wedding took place the tide was beginning to come in and the bride had to time her run to the altar in between the waves. The altar was placed at the top end of the beach next to some tall metal fences ! I would have been gutted if it was me.  Overall I would recommend this hotel if you want total relaxation. It is isolated in terms of wanting to go for a walk but public transport is there. Sort the entertainment out and we would have been happier. For us we enjoyed our time there although quite a few people we spoke to had numerous issues and weren&acute;t happy. They seemed to be the ones staying in the garden area. If your looking for a lively hotel then look again. Finally put information in reception about things to see and do in Barbados. You shouldn&acute;t have to book everything through Virgin !",4,2,102,Waves,http://www.tripadvisor.com/Hotel_Review-g147265-d260445-Reviews-Waves-Saint_James_Parish_Barbados.html,Saint James Parish,6
7621,Andrey_Buzin,Hotels,4/9/2012,Slowly deteriorating,"It happens that I stay in this hotel quite a time every year. It used to be a business hotel, but today most customers are tourists, who spend a noght or two here. It downshifted service quality - those who come and not return don&acute;t care, but regular clients do. That&acute;s sad.",4,1,101,Hotel Commodore Busan,http://www.tripadvisor.com/Hotel_Review-g297884-d455919-Reviews-Hotel_Commodore_Busan-Busan.html,Busan,7
7679,Andrey_Buzin,Hotels,10/28/2011,Ein sch?¶ner Ort mit Charakter,"Ich bleibe in dieses Hotel angesehen haben, und sie nie entt?¤uschen mich. Gro??e Zimmer, tolle Aussicht. Ein stilvolles Interieur, sch?¶ne Sauna mit einem kleinen Pool. Eine gute, aber langweilig Fr??hst??ck - Western, Japanisch oder Koreanisch. Internet ist kostenlos in der Lobby, aber expesive in den Zimmern.",4,0,100,Hotel Commodore Busan,http://www.tripadvisor.com/Hotel_Review-g297884-d455919-Reviews-Hotel_Commodore_Busan-Busan.html,Busan,7
21409,Chickietravel,Restaurants,7/25/2014,We&acute;ll be back!,"Fabulous service at the bar by both Jen the bartenderess and the gentleman who replaced her when she moved elsewhere in the hotel to work a private event. We shared Delicious fresh-pulled mozzarella with prosciutto and figs...then one of the best carpaccios I have had...then a shared entree, the squid ink crab ravioli (not my favorite but I think it was just me), capped with a wonderful tiramisu souffle. Nice atmosphere, too. Pricey, yes. We&acute;ll return!",4,1,101,"Hotel Indigo New York City, Chelsea",http://www.tripadvisor.com/Hotel_Review-g60763-d1237128-Reviews-Hotel_Indigo_New_York_City_Chelsea-New_York_City_New_York.html,New York City,7
24414,DCBiztraveler,Hotels,8/31/2010,"Comfortable, well-equipped, and convenient.","We had a very pleasant 4-night stay, and I would return due to good value and location. Rooms are clean, nicely done, and very well-equipped (including free internet), albeit small. Good soundproofing, comfortable bed, nice climate control. Staff were friendly and competent. Not much is going on on the actual street, but the location is great for getting around--central and close to subways. The hotel is relatively new and might not age too well--lobby already starting to look a little shabby. I also wondered about security, for instance, no room key is necessary to operate the elevator, so anyone could come and go at will.",4,1,100,"Hotel Indigo New York City, Chelsea",http://www.tripadvisor.com/Hotel_Review-g60763-d1237128-Reviews-Hotel_Indigo_New_York_City_Chelsea-New_York_City_New_York.html,New York City,7
7689,Andrey_Buzin,Hotels,6/23/2011,Not bad for Paris,"Not a bad place from the point of value for money in Paris. I like the location (near the Arc and Champs Elysee), comfort is basic, breakfast - continental. The place is calm, bed was good, and we didn&acute;t spend much time inside as we came here to walk around, not to sleep. Internet was a bit expensive, but I suvived it easily.",4,0,100,Mercure Paris Wagram Arc de Triomphe,http://www.tripadvisor.com/Hotel_Review-g187147-d230524-Reviews-Mercure_Paris_Wagram_Arc_de_Triomphe-Paris_Ile_de_France.html,Paris,7
19005,Campbie,Hotels,6/12/2012,Great Location,"This hotel was ideally situated for me, 5 minutes walk from the Etoile/ Arc de Triomphe Metro. Friendly welcome- staff speak good English, room small but clean and well equipped and free wireless internet. Comfortable nights sleep. Downsides were the price (but it is central Paris) and the extra cost of breakfast - however it was extensive and of good quality. I would happily stay here again and several of my more fussy colleagues use it as their regular Paris Hotel.",4,1,100,Mercure Paris Wagram Arc de Triomphe,http://www.tripadvisor.com/Hotel_Review-g187147-d230524-Reviews-Mercure_Paris_Wagram_Arc_de_Triomphe-Paris_Ile_de_France.html,Paris,7
27913,Doobie95,Hotels,8/24/2013,Great service,"2nd stay at hotel. Amazing service from pool, front desk, and restaurant staff. Whole Foods and Starbucks less than a block away, so stocking the kitchenette was a breeze. SoBe circular stop in front of hotel and runs about every 20 mins. Opting for a cab ride to Lincoln Rd will run you about $6. Important to note that if you book through an online deal/resort promotion, you are not considered a guest of the Mondrian. The resort company owns units within the building and rents them out, so traditional Mondrian services (complimentary Wifi, daily room service, etc) are not available to you. That said, room was exactly the same as the traditional Mondrian unit, towel service was provided daily and required service to my room telephone was handled promptly and professionally. Trade offs were worth the savings.",4,1,100,Mondrian South Beach Hotel,http://www.tripadvisor.com/Hotel_Review-g34439-d1163622-Reviews-Mondrian_South_Beach_Hotel-Miami_Beach_Florida.html,Miami Beach,7
27916,Doobie95,Hotels,2/22/2011,"Great hotel, depending on your needs","I choose this hotel as local friends are two blocks away. Consider the Mondrian if you&acute;re looking for a low key hotel in Miami. A few celeb citings, but since the hotel is in a primarily residential neighboodhood, the vibe is more mello than its traditional SB counterparts. Expect about a 20 minute walk to Lincoln Road and/or Collins. Room has an efficiency/small condo feel. Studio layout w/separate bath and kitchenette. Desk staff, conceirge, spa, and pool attendants were all great. Pool waitresses could offer better service. If you desire a more fast paced scene, you can get a little closer to the beach and remain within this price point. Food/service at Asia de Cuba was solid.",4,1,100,Mondrian South Beach Hotel,http://www.tripadvisor.com/Hotel_Review-g34439-d1163622-Reviews-Mondrian_South_Beach_Hotel-Miami_Beach_Florida.html,Miami Beach,7
26442,Deckwalker,Attractions,6/13/2012,RIght across from Hotel - excellent!,"You can cover it in one afternoon. Huge Titian collection, all classical. Excellent audio tour as well.",4,1,101,Museo Nacional del Prado,http://www.tripadvisor.com/Attraction_Review-g187514-d190143-Reviews-Museo_Nacional_del_Prado-Madrid.html,Madrid,7
32009,FLLtourist,Attractions,10/23/2014,Big Museum,"It&acute;s the Prado... It&acute;s one of those museums you&acute;ve got to go, see, & check it off the list. Variety of art, worth a few hours of your life.",4,1,100,Museo Nacional del Prado,http://www.tripadvisor.com/Attraction_Review-g187514-d190143-Reviews-Museo_Nacional_del_Prado-Madrid.html,Madrid,7
27757,Dogger70,Restaurants,5/19/2014,Always a consistent pleasure to eat there,"I eat there at least once every business trip to Tempe. The food is very good and the happy hour prices make it more attractive. I really enjoy the Salmon and Green Beans and the wings are tender and have a great flavor. Also, there is outdoor dining and bar in the back for the nice nights.",4,1,100,RA Sushi Bar Restaurant,http://www.tripadvisor.com/Restaurant_Review-g31350-d334398-Reviews-RA_Sushi_Bar_Restaurant-Scottsdale_Arizona.html,Scottsdale,7
27762,Dogger70,Restaurants,11/14/2012,"Good chain"""" Sushi""""","Provides pretty good quality Sushi with some fun varieties and plays on Sushi-fusion food. Caters to the younger, hip crowd in the evening but always a safe bet when I find one on my travels.",4,1,100,RA Sushi Bar Restaurant,http://www.tripadvisor.com/Restaurant_Review-g45963-d1028633-Reviews-RA_Sushi_Bar_Restaurant-Las_Vegas_Nevada.html,Las Vegas,7
18961,Campaspediva,Restaurants,2/2/2014,Potential but doesn&acute;t quite get there,This is the second time I have been. We tried the degustation this time at $50pax. It didn&acute;t include desert or coffee. The pork belly was tasty but too fatty. The soft shelled crab was quite nice. I was disappointed again by the lamb. The calamari was nice. Nothing really stood out as spectacular. Probably the tastiest most interesting dishes are the asparagus zucchini artichoke pistachio dip and the truffle polenta. Two of the dishes had the same garnish which was a bit tired. The blue cheese fig and rocket salad and dressing was quite nice. The huge fat potato wedges didn&acute;t do anything for me. Even though it was a hot day I think they should cool the room down more. The wait staff fellow we had was great. The owner sat down with customers complaining about Trip Adviser. I&acute;ll try elsewhere from now on.,4,1,100,Rocks on Rosalind,http://www.tripadvisor.com/Restaurant_Review-g255347-d5960484-Reviews-Rocks_on_Rosalind-Bendigo_Victoria.html,Bendigo,7
18966,Campaspediva,Restaurants,1/19/2014,Great potential just needs some improvements,"I agree with the previous reviewer that the charcuterie plate was disappointing. Not only was it on a plain white bread and butter plate it didn&acute;t have enough crisp bread for the amount of meat and pate. It looked like a meat platter from Safeway ads. The lamb entre was so over priced and nothing special. 4 small chewy lamb bits. However the truffled polenta was excellent. The zucchini, asparagus, artichoke and pistachio entre is brilliant. Only suggestion is to improve the quality of the artichokes or remove the outer sections. The rose on tap was awful. Sour. The mini deserts are brilliant. Overall quite expensive menu but if they iron out the problems it will stand out as a great bendigo restaurant. I like the building and ambience.",4,1,100,Rocks on Rosalind,http://www.tripadvisor.com/Restaurant_Review-g255347-d5960484-Reviews-Rocks_on_Rosalind-Bendigo_Victoria.html,Bendigo,7
8949,AradhanaVerma,Hotels,11/9/2011,"Great hospitality, awesome views..","We had booked the hotel for two nights by email. The best part is that unlike other hotels which insist on advance payment, the owner Sonam Maza confirmed the room without asking for any advance even we asked her to. She just told us to make the payment at the hotel itself. When we reached the hotel, the check in was smooth and immediately we were offered lovely tea by one of the staff in our room (on the house). We had booked a Golden Fish room. The room was done in wood, and had a small balcony offering a stunning view. Even the windows were huge. The room was very clean and aesthetically decorated. The bed was king size and very comfortable. We really loved the food. One word about food at their restaurant. The food is like home cooked food and its best to stick to known choices. Breakfast was ok, having limited choices. However, the personal attention and hospitality won us over. The place is run efficiently by a Tibetan lady. Views from the room were awesome and it was nice waking up to the views of the mountains and the sunlight streaming into your room. Its a 10 minute uphill walk to the hotel from the Mcleodganj Chowk and the hotel is situated on Jogiwara Road. At night, the place becomes very quiet and it feels a bit unsafe. Though we did not have any problem, and its just a feeling. I would recommend this hotel for the hospitality and the amazing views it offers.",4,2,102,8 Auspicious Him View Hotel,http://www.tripadvisor.com/Hotel_Review-g1092107-d1498520-Reviews-8_Auspicious_Him_View_Hotel-McLeod_Ganj_Dharamsala_Himachal_Pradesh.html,McLeod Ganj,8
17160,Buquing,Hotels,9/6/2012,Felt more like Tibet..,"We stayed in a dozen of mid-range hotels during our 5-week flashpacking trip throughout India and I can easily say this was the cleanest and most comfortable stay we found...so comfortable, we ended up spending 7 nights instead of our original plan which was just for 3..  We were here end of February and weather was quite chilly (nice view of snow on mountain caps from room balcony) so the hotel was almost empty and didn&acute;t have any trouble with noise...however, room did get cold and we would sleep with the electric heater on max and an extra blanket..still, we were able to get a good 10-hour sleep and would sometimes find it hard to leave the bed..  We also found a terrific Korean restaurant a few steps from the hotel and was where we had most of our meals...and that&acute;s basically what we did during our whole stay in Mcleod Ganj: sleep-eat-sleep-eat-sleep..  Won&acute;t hesitate to stay here if I ever go back again..",4,2,102,8 Auspicious Him View Hotel,http://www.tripadvisor.com/Hotel_Review-g1092107-d1498520-Reviews-8_Auspicious_Him_View_Hotel-McLeod_Ganj_Dharamsala_Himachal_Pradesh.html,McLeod Ganj,8
11094,BMWM5Driver,Restaurants,7/16/2013,Margaritas and Mexican food were good enough for Texas standards,"When you leave Texas and arrive another state, you know a lot of things are going to be different compared to home. Agave is the closest to TexMEx we&acute;ve found in the Avon / Beavercreek area. We enjoyed the food, the top shelf margaritas as we dined outside on the shady patio. The restaurant is kid friendly and offers a kids menu. Try it!  They have a Ala Cart menu that is long, fajitas, enchilada plates and combinations.",4,1,101,Agave,http://www.tripadvisor.com/Restaurant_Review-g1509268-d1544679-Reviews-Agave-Avon_Beaver_Creek_Colorado.html,Avon,8
16637,Brooke77,Restaurants,2/17/2006,Great for sitting outside with a margarita,"Agave has fantastic margaritas and very good food. It is upscale southwestern. It can be very loud on the weekends as it gets very crowded. In fact if you do not have a reservation on a Friday or Saturday night, you will have to wait to be seated. There are usually people waiting outside for a table on the weekends. It is moderately priced. It&acute;s one of my favorite restaurants in Atlanta.",4,1,101,Agave,http://www.tripadvisor.com/Restaurant_Review-g60898-d435283-Reviews-Agave-Atlanta_Georgia.html,Atlanta,8
14058,Birdmombjk,Hotels,6/2/2008,Very nice place!,"Pros and cons: Couldn&acute;t check in early, told to come back at 3 and the room still wasn&acute;t ready. Parking was $10 a day. The room was large and nicely decorated. Great mattress and linens were excellent. The bathroom is HUGE! Everything was clean and modern. Small jacuzzi&acute;s were nice and located in a lovely setting. Larger jacuzzi and pool were also available. Right next to the airport and corporate jets parked right next to the hotel but we were NOT bothered by any noise whatsoever. This is a real nice place, away from downtown LA, and very easy to get to. The price was excellent for the value. My only complaint was stated in the first sentence and I could live with that. I would recommend this hotel and would stay again.",4,0,100,Airtel Plaza Hotel and Conference Center,http://www.tripadvisor.com/Hotel_Review-g32655-d82491-Reviews-Airtel_Plaza_Hotel_and_Conference_Center-Los_Angeles_California.html,Los Angeles,8
26117,DawnD57,Hotels,2/15/2012,Pretty Nice,"I stayed here just after I had come in at LAX. I anted somewhere to stay on my way to Lancaster. The front desk clerk was VERY nice. The hallways need some renovation in the area that I stayed, and vending machines were outside, which was a little weird. The room was clean and the bathroom immaculate. The room was large and the bed very comfortable. In the morning, I loved watching people get into a spectacular tiny jet and fly away. (They had stayed at the hotel and parked their plane just on the otherside of the parking lot. It was cool.). I would definitely stay here again. Although the parking price was annoying, but cheap considering that I live in Chicago where parking is NEVER that cheap. Having lived in So. CA before, I was surprised at a charge for parking at a hotel. Something I didn&acute;t see when I looked at their website. Maybe it&acute;s there, I just didn&acute;t see it.",4,1,101,Airtel Plaza Hotel and Conference Center,http://www.tripadvisor.com/Hotel_Review-g32655-d82491-Reviews-Airtel_Plaza_Hotel_and_Conference_Center-Los_Angeles_California.html,Los Angeles,8
25944,DavidPortland,Hotels,12/21/2011,Very attrative facilities,"Stayed for two nights mid-December on a priceline bid of $70. I was given a room with a terrific view but I couldn&acute;t get the temperature above 65 degrees. Called operator, asked that someone be sent to fix the thermostat and after several more calls including one to the assistant manager and a 1.5 hour wait, asked for a new room which I was given. Facility is very modern and attractively designed. Staff members, other than operator and assistant manager, very helpful. Ate dinner at the buffet one night and found the rolls to be stale but rest of food quite good. The $20 resort fee per day gives free local calls, free use of fitness center which is terrific, free USA Today, and free wifi.",4,1,101,ARIA Resort & Casino,http://www.tripadvisor.com/Hotel_Review-g45963-d91925-Reviews-ARIA_Resort_Casino-Las_Vegas_Nevada.html,Las Vegas,8
32434,Family1192,Hotels,5/17/2012,Classy hotel in the centre of Vegas,"Stay for 5 nights with some girlfriends from Sydney. Beautiful hotel with everything you need at your door. The rooms are beautifully appointed & the beds to die for. The Casino has lots of restaurants & places to drink, however very expensive. Concierge & bell desk were very helpful, however reception desk staff were very rude & unhelpful. We had to argue to get joint rooms as we had requested, even though the hotel wasn&acute;t full.",4,1,101,ARIA Resort & Casino,http://www.tripadvisor.com/Hotel_Review-g45963-d91925-Reviews-ARIA_Resort_Casino-Las_Vegas_Nevada.html,Las Vegas,8
7552,Andrea63,Attractions,5/19/2012,Awesome,"Liked-The view, the ear-popping elevator ride to 124th floor. Disliked-The elevator was too crowded",4,0,100,Burj Khalifa,http://www.tripadvisor.com/Attraction_Review-g295424-d676922-Reviews-Burj_Khalifa-Dubai_Emirate_of_Dubai.html,Dubai,8
25220,Dam-Slo,Attractions,3/3/2014,Up in the sky,"You must buy you ticket 1 month in front, get the time you want and pay less. Very fast elevator, few seconds to 124 floor. Incredible view of the surroundings and all of Dubai! Some lessons from history of this building and city. You must do it!",4,1,100,Burj Khalifa,http://www.tripadvisor.com/Attraction_Review-g295424-d676922-Reviews-Burj_Khalifa-Dubai_Emirate_of_Dubai.html,Dubai,8
18050,CMC777,Restaurants,3/18/2014,It&acute;s a coffee shop!!,"As coffee shops go it&acute;s absolutely great. Free wifi and an easy place to relax. Good quality coffee, friendly staff and good nibbles.",4,0,100,Caffe Nero,http://www.tripadvisor.com/Restaurant_Review-g186470-d6115060-Reviews-Caffe_Nero-Belfast_Northern_Ireland.html,Belfast,8
23846,Cthusky322,Restaurants,9/16/2015,Good way to start a day,"Great for an early morning coffee, espresso or latte. Busy but service is quick and friendly and efficient.",4,1,100,Caffe Nero,http://www.tripadvisor.com/Restaurant_Review-g186338-d4036559-Reviews-Caffe_Nero-London_England.html,London,8
2918,74gremlin,Hotels,2/22/2011,Don&acute;t Let the Neighbourhood Worry You,"The neighbourhood doesn&acute;t look the best, but the hotel was great. The lobby and our room were clean. The room had a bedroom as well as a sitting room with a couch, table and chairs. A grocery store is right across the road, so we picked up food and self-catered for many of our meals. It&acute;s a nice walk to Sydney Harbour that probably took about a half an hour. And the price was pretty good for a Sydney hotel!",4,0,100,Cambridge Hotel Sydney,http://www.tripadvisor.com/Hotel_Review-g255060-d255423-Reviews-Cambridge_Hotel_Sydney-Sydney_New_South_Wales.html,Sydney,8
15987,Brass612,Hotels,3/16/2011,Great Location to Oxford Street,"Couldn&acute;t have asked for a place to stay closer to Oxford Street. Stayed here over Mardi Gras 2011 and it was super convenient to the restaurants, shops and bars along Oxford Street, which is just a block away. Getting to the CityRail wasn&acute;t too bad, but requires a 10 min walk to the Museum Station.  The rooms were fine, the bed was comfortable, and overall everything was clean and relatively new. The staff at the hotel was very friendly and helpful.  The only minor fault would be the lack of affordable wi-fi. It&acute;s available but expensive. The staff will direct you to some nearby coffee shops that have it for far cheaper.  Overall I would recommend the Quality Hotel Cambridge if you are looking for a place in this part of Sydney.",4,0,100,Cambridge Hotel Sydney,http://www.tripadvisor.com/Hotel_Review-g255060-d255423-Reviews-Cambridge_Hotel_Sydney-Sydney_New_South_Wales.html,Sydney,8
25537,DarthPaulo,Hotels,2/24/2011,Perfect for our 6 night stay in Sydney,"We wanted an inexpensive no frills hotel for our stay and were very happy here. We arrived early for check in and were allowed to leave our cases in storage and use complimentary showers after our flight. Staff were nice and really helpful. Map provided along with some directions. Our room was a deluxe one on a high floor with a balcony. Very spacious, good shower. There were no drawers to store clothes though which was suprising given the size of the room. The Wifi was terrible and expensive. Location wise easy walk to Surrey Hills where there is an abundance of lovely restaurants that you wouldn&acute;t neccessarily go to if you were staying in the centre of town or Darling Harbour etc. We found some gems and were therefore delighted with the location. You can walk to Hyde Park and Darling Harbour fairly easily - about 10 and 20 mins respectively. Opera House too far in the heat. There are bus stops nearby and liquor stores, Internet cafe and supermarket all on the doorstep. Breakfast here was not great so do not recommend you get it included and instead venture to Bills a few blocks away for the best brekkies ever! Overall though this hotel was spot on and I would recommend.",4,1,100,Cambridge Hotel Sydney,http://www.tripadvisor.com/Hotel_Review-g255060-d255423-Reviews-Cambridge_Hotel_Sydney-Sydney_New_South_Wales.html,Sydney,8
3320,ABitSpoiled,Restaurants,8/14/2013,Great food and ambiance ... gigantic portions!!,"We had the angel hair pasta bolognese and it was very tasty. The meat sauce actually had good spices in it - it seems that most places are too conservative with their spices, but this place was not shy; liked it a lot. The only problem is the WASTE of food!! We ordered ONE plate, my wife and I ate about 1/3 of it, and we were hungry. This plate could have easily fed 4 people. I don&acute;t think there is a need to waste so much food.",4,0,100,Carmine's,http://www.tripadvisor.com/Restaurant_Review-g45963-d4586157-Reviews-Carmine_s-Las_Vegas_Nevada.html,Las Vegas,8
21289,ChicagoFamily2010,Restaurants,1/29/2014,"Great staff, food is good.","Nice old style Italian in the heart of Rush/Division area. The wait staff is awesome! Great recommendations and were very nice with the kids. Kinda pricey, but you are in Chicago.",4,1,100,Carmine's,http://www.tripadvisor.com/Restaurant_Review-g35805-d429380-Reviews-Carmine_s-Chicago_Illinois.html,Chicago,8
17276,BusyTrveller,Restaurants,12/10/2014,Good Steak,"We ate at this Cheddar&acute;s while travelling for the Thanksgiving holiday. We had never eaten at any Cheddar&acute;s before, so we weren&acute;t sure what to expect. The waiter was very polite and helpful and gave us good advice on the menu. My husband and I had the 12 oz ribeye steak and were very happy with our steaks. Flavorful meat cooked exactly the way we asked. We had the mashed potatoes and corn as our sides. Both sides were fine, but not remarkable. Our daughter had the Grilled Chicken Alfredo, which she let me try. I have never had broccoli/vegetables mixed into an Alfredo before, but it worked, and certainly made the meal less heavy. The grilled chicken was tender and juicy--definitely not dried out the way grilled chicken often is. The Alfredo sauce was not remarkable, but perfectly acceptable. Overall, the meals were good, but not amazing. The main thing is that they know how to cook meat (both red and white) properly! Given that the prices were very reasonable, I was perfectly satisfied with the experience. Nice staff. Good food for the price. Not gourmet, but good and hearty.",4,0,100,Cheddar's,http://www.tripadvisor.com/Restaurant_Review-g36004-d2327294-Reviews-Cheddar_s-Forsyth_Illinois.html,Forsyth,8
19253,Canoe4770,Restaurants,9/7/2013,Nice Restaurant,"My husband and I ate here twice since it was near our hotel. The interior ambiance is really great. This place is large but still always packed, although we had no wait to be seated either time We determined this was because the menu is extensive, the quantity of food is really quite good and the price is very reasonable. The only downside is that on two visits the service was extremely slow.",4,1,100,Cheddar's,http://www.tripadvisor.com/Restaurant_Review-g44532-d1028815-Reviews-Cheddar_s-Joplin_Missouri.html,Joplin,8
5197,Adventure2009,Hotels,9/16/2014,Great Stay,"We stayed here as part of a group and so we had a coach take us into the city so we didn&acute;t need to use public transit, but some members of our group found that the tram wasn&acute;t far from the hotel. This hotel is a heritage building and has a lot of character but it&acute;s been all renovated so it doesn&acute;t feel old. The rooms were clean and spacious compared to what I&acute;m used to in Europe! The only thing missing was air conditioning. The window opened and we could get a breeze but we happened upon warm, sunny weather in Dublin so we could have used AC! We ate dinner 2 nights in the hotel and the food was excellent as was the selection from the bar. The breakfast buffet had lots to choose from and we never left hungry!",4,1,101,Clayton Hotel Ballsbridge,http://www.tripadvisor.com/Hotel_Review-g186605-d214419-Reviews-Clayton_Hotel_Ballsbridge-Dublin_County_Dublin.html,Dublin,8
5957,Albymorkel,Hotels,8/19/2011,Decent value stay,"Overall pretty good, rooms clean and service very good. Location is a little bit out however with a car no problems. Parking is 10 euro per night...",4,0,100,Clayton Hotel Ballsbridge,http://www.tripadvisor.com/Hotel_Review-g186605-d214419-Reviews-Clayton_Hotel_Ballsbridge-Dublin_County_Dublin.html,Dublin,8
16762,Bruinsmith,Hotels,4/26/2005,Nice Hotel in a Quiet Neighborhood,"My wife and I spent a few nights here and found it to be a clean, comfortable and quiet stay. The staff was courteous and helpful. Especially regarding public transportation and sights to see in the city. it is a few miles from the city center, but we enjoyed that fact. We would go back to Bewley&acute;s.",4,9,109,Clayton Hotel Ballsbridge,http://www.tripadvisor.com/Hotel_Review-g186605-d214419-Reviews-Clayton_Hotel_Ballsbridge-Dublin_County_Dublin.html,Dublin,8
2920,77pearl,Hotels,5/4/2015,Nice Hotel. Great hot breakfast buffet!,"This is a nice hotel but I thought it was about $20/night overpriced, until I factored in the price of the hot breakfast buffet for 3 people. That made up for the $20. Breakfast includes biscuits and gravy, automatic waffle maker, scrambled and hard boiled eggs, sausage patties, fruit, pastries, bagels, oatmeal, yogurt, cereal and probably stuff I forgot. It all tasted great. The room was clean and quiet. Nice location with great food at the sports bar and grill right next door.",4,0,100,Comfort Inn,http://www.tripadvisor.com/Hotel_Review-g31800-d75965-Reviews-Comfort_Inn-Mountain_Home_Arkansas.html,Mountain Home,8
11621,Badlydrawngirl,Hotels,8/23/2013,Convenient motel,"We stayed at Comfort Inn Redwood City for three nights. It??s a two-storey motel with a lift. Breakfast and WLAN are included in the rate.  Our room was very quiet and very big with a kingsize bed and equipped with everything you??d expect from a good motel: TV, fridge, microwave, phone, hairdryer and in-room washbasin. The decor is quite old-fashioned, but everything worked well. The bathroom was average-sized and seemed quite old. I didn??t really like floor: it has paving tiles you??d rather expect outdoor but not inside of a building.  There??s a pool, but we didn??t use it.  Breakfast buffet had hot and cold foods and was quite good. There were cheese omelettes, sausages, toast, jam, oatmeal, cereals, fresh fruits, yoghurt, muffins, danishes, coffee and juices. I didn??t like the fact that they use only disposable tableware although this seems to be pretty much the standard for motel breakfasts.",4,1,101,Comfort Inn,http://www.tripadvisor.com/Hotel_Review-g32956-d80312-Reviews-Comfort_Inn-Redwood_City_California.html,Redwood City,8
17449,CAHeadHunter,Hotels,1/25/2015,Still a Good Value,"I have stayed at this location each October for the last several years while attending a local conference. I appreciate the consistent value. I noticed a few cosmetic changes when I arrived and was told that the hotel was under new ownership. The staff was courteous, the room clean (and now included a refrigerator), and the breakfast was as expected. As another reviewer mentioned, I did notice the hallways seemed a bit stuffy--although I&acute;m not sure why.  I look forward to staying here again next October.",4,0,100,Comfort Inn Cordelia,http://www.tripadvisor.com/Hotel_Review-g32367-d81068-Reviews-Comfort_Inn_Cordelia-Fairfield_California.html,Fairfield,8
17458,CAHeadHunter,Hotels,11/23/2013,Consistent and Affordable,"I returned to the Comfort Inn Cordelia for a second year in a row for an annual conference. I was very pleased with my visit (although I missed having fresh baked cookies at check-in). My room was clean, quiet, and well-appointed. I had some trouble with the Wi-Fi, inconsistent and slow, but since it wasn&acute;t crucial I didn&acute;t contact the front desk for help. Breakfast options included waffles, eggs (both hard boiled and scrambled) sausage, cereal, danish, fruit, yogurt, and juices--certainly better than the fast-food/Denny&acute;s options available nearby. I look forward to returning next year!",4,1,101,Comfort Inn Cordelia,http://www.tripadvisor.com/Hotel_Review-g32367-d81068-Reviews-Comfort_Inn_Cordelia-Fairfield_California.html,Fairfield,8
